Choose date,City,Customer Name,Customer Segment,Order Date,Order ID,Order Priority,Product Category,Product Container,Product Name,Product Sub-Category,Region,Row ID,Ship Date,Ship Mode,State,Zip Code,Category/Categories,Customer Age,Discount,Number of Records,Order Quantity,Product Base Margin,Profit,Sales,Select Meaure name,Shipping Cost,Unit Price
Oct-14,Romeoville,Doug Bickford,Small Business,09-10-2014,14116,High,Office Supplies,Small Box,GBC Recycled Grain Textured Covers,Binders and Binder Accessories,Central,1979,10-10-2014,Regular Air,Illinois,60441,Category,58,0.09,1,42,0.37,$161,"$1,414",42,14.72,34.54
Jul-15,Longview,Frank Carlisle,Small Business,09-07-2015,25569,High,Office Supplies,Small Box,Xerox 1881,Paper,Central,3584,11-07-2015,Regular Air,Texas,75601,Category,66,0.09,1,27,0.38,-$14,$311,27,6.47,12.28
Oct-13,Woodbury,Dennis Bolton,Small Business,29-10-2013,57986,High,Office Supplies,Small Box,"Holmes Replacement Filter for HEPA Air Cleaner, Large Room",Appliances,Central,8120,29-10-2013,Regular Air,Minnesota,55125,Category,51,0.1,1,14,0.43,-$105,$200,14,13.32,14.81
Jun-15,Redford,Trudy Schmidt,Small Business,11-06-2015,28901,High,Office Supplies,Small Box,Xerox 1919,Paper,Central,4056,12-06-2015,Regular Air,Michigan,48239,Category,66,0.1,1,23,0.36,$315,$871,23,5.86,40.99
Nov-15,Alton,Allen Rosenblatt,Small Business,29-11-2015,11137,High,Office Supplies,Small Box,Fellowes Recycled Storage Drawers,Storage & Organization,Central,1544,30-11-2015,Regular Air,Illinois,62002,Category,76,0.1,1,48,0.78,$395,"$5,189",48,8.64,111.03
Nov-12,Lake Jackson,Duane Huffman,Small Business,21-11-2012,646,High,Office Supplies,Small Pack,Acme® Forged Steel Scissors with Black Enamel Handles,"Scissors, Rulers and Trimmers",Central,106,22-11-2012,Regular Air,Texas,77566,Category,44,0.01,1,18,0.56,-$11,$173,18,3.98,9.31
Dec-13,Bridgeton,Jason Gross,Small Business,12-12-2013,19492,High,Office Supplies,Small Pack,Panasonic KP-310 Heavy-Duty Electric Pencil Sharpener,Pens & Art Supplies,Central,2692,13-12-2013,Regular Air,MO,63044,Category,51,0.02,1,33,0.55,$176,$714,33,2.87,21.98
Jul-14,Irving,Naresj Patel,Small Business,30-07-2014,23202,High,Office Supplies,Small Pack,Staples SlimLine Pencil Sharpener,Pens & Art Supplies,Central,3234,01-08-2014,Regular Air,Texas,75061,Category,56,0.02,1,48,0.6,-$39,$608,48,5.81,11.97
Apr-15,Prairie Village,Daniel Lacy,Small Business,14-04-2015,59905,High,Office Supplies,Wrap Bag,"It's Hot Message Books with Stickers, 2 3/4"" x 5""",Paper,Central,8383,16-04-2015,Regular Air,Kansas,66202,Category,64,0,1,6,0.4,$6,$49,6,1.71,7.4
Jan-14,Abilene,Cynthia Arntzen,Small Business,27-01-2014,24960,High,Office Supplies,Wrap Bag,"Snap-A-Way® Black Print Carbonless Ruled Speed Letter, Triplicate",Paper,Central,3501,28-01-2014,Regular Air,Texas,79605,Category,52,0,1,37,0.38,$640,"$1,437",37,5.08,37.94
Mar-15,Saint Louis Park,Brian Derr,Small Business,28-03-2015,18464,High,Office Supplies,Wrap Bag,Revere Boxed Rubber Bands by Revere,Rubber Bands,Central,2547,30-03-2015,Regular Air,Minnesota,55416,Category,63,0.01,1,41,0.83,-$19,$81,41,0.76,1.89
Apr-14,Hoffman Estates,Muhammed MacIntyre,Small Business,08-04-2014,52929,High,Office Supplies,Wrap Bag,"Staples Pen Style Liquid Stix; Assorted (yellow, pink, green, blue, orange), 5/Pack",Pens & Art Supplies,Central,7421,09-04-2014,Regular Air,Illinois,60194,Category,54,0.02,1,7,0.4,$7,$47,7,1.22,6.47
Nov-13,Superior,Todd Boyes,Small Business,18-11-2013,2752,High,Office Supplies,Wrap Bag,Staples Bulldog Clip,Rubber Bands,Central,397,20-11-2013,Regular Air,Wisconsin,54880,Category,51,0.02,1,41,0.39,$55,$153,41,0.71,3.78
Apr-14,Hoffman Estates,Muhammed MacIntyre,Small Business,08-04-2014,52929,High,Office Supplies,Wrap Bag,Staples Vinyl Coated Paper Clips,Rubber Bands,Central,7422,09-04-2014,Regular Air,Illinois,60194,Category,54,0.03,1,20,0.39,$20,$78,20,0.99,3.93
Jul-14,Saint Peters,Christine Sundaresam,Small Business,03-07-2014,36675,High,Office Supplies,Wrap Bag,Prang Colored Pencils,Pens & Art Supplies,Central,5144,06-07-2014,Regular Air,MO,63376,Category,56,0.04,1,39,0.4,$30,$113,39,0.81,2.94
Mar-15,Saint Louis Park,Brian Derr,Small Business,28-03-2015,18464,High,Office Supplies,Wrap Bag,"Wirebound Four 2-3/4 x 5 Forms per Page, 400 Sets per Book",Paper,Central,2546,30-03-2015,Regular Air,Minnesota,55416,Category,63,0.05,1,31,0.36,$80,$206,31,1.34,6.45
Jul-14,Irving,Naresj Patel,Small Business,30-07-2014,23202,High,Office Supplies,Wrap Bag,"Wirebound Message Forms, Four 2 3/4 x 5 Forms per Page, Pink Paper",Paper,Central,3233,01-08-2014,Regular Air,Texas,75061,Category,56,0.05,1,39,0.38,$104,$307,39,1.69,8.17
Apr-14,Hoffman Estates,Muhammed MacIntyre,Small Business,08-04-2014,52929,High,Office Supplies,Wrap Bag,Newell 318,Pens & Art Supplies,Central,7420,09-04-2014,Regular Air,Illinois,60194,Category,54,0.05,1,19,0.59,-$7,$54,19,1.25,2.78
Oct-14,Saint Peters,Christine Sundaresam,Small Business,29-10-2014,48164,High,Office Supplies,Wrap Bag,Newell 340,Pens & Art Supplies,Central,6760,31-10-2014,Regular Air,MO,63376,Category,58,0.07,1,33,0.56,$12,$94,33,0.7,2.88
Jun-12,Norfolk,Brad Eason,Small Business,23-06-2012,41606,High,Office Supplies,Wrap Bag,Newell 333,Pens & Art Supplies,Central,5863,24-06-2012,Regular Air,Nebraska,68701,Category,41,0.09,1,30,0.59,-$5,$79,30,0.97,2.78
May-15,Kankakee,Nicole Hansen,Small Business,04-05-2015,8833,Low,Office Supplies,Large Box,Carina Double Wide Media Storage Towers in Natural & Black,Storage & Organization,Central,1205,08-05-2015,Regular Air,Illinois,60901,Category,65,0,1,40,0.81,-$847,"$3,339",40,35,80.98
Oct-13,Highland Park,Muhammed MacIntyre,Small Business,13-10-2013,3,Low,Office Supplies,Large Box,"Eldon Base for stackable storage shelf, platinum",Storage & Organization,Central,1,20-10-2013,Regular Air,Illinois,60035,Category,50,0.04,1,6,0.8,-$213,$262,6,35,38.94
Nov-12,Irving,Naresj Patel,Small Business,02-11-2012,18178,Low,Office Supplies,Large Box,Hoover Portapower™ Portable Vacuum,Appliances,Central,2496,02-11-2012,Regular Air,Texas,75061,Category,44,0.08,1,43,0.6,"-$1,987",$235,43,49,4.48
Jun-12,Shawnee,Barbara Fisher,Small Business,17-06-2012,8545,Low,Office Supplies,Small Box,ACCOHIDE® Binder by Acco,Binders and Binder Accessories,Central,1168,21-06-2012,Regular Air,Kansas,66203,Category,41,0,1,25,0.38,-$77,$114,25,5.34,4.13
Jun-15,La Vista,Russell Applegate,Small Business,12-06-2015,26853,Low,Office Supplies,Small Box,Letter or Legal Size Expandable Poly String Tie Envelopes,Envelopes,Central,3759,16-06-2015,Regular Air,Nebraska,68128,Category,66,0,1,21,0.36,-$89,$64,21,6.35,2.66
Oct-14,Muskegon,Shahid Hopkins,Small Business,09-10-2014,40134,Low,Office Supplies,Small Box,Xerox 1949,Paper,Central,5680,14-10-2014,Regular Air,Michigan,49442,Category,58,0,1,1,0.36,-$7,$10,1,4.72,4.98
May-15,Watauga,Amy Cox,Small Business,25-05-2015,36929,Low,Office Supplies,Small Box,Fellowes Bases and Tops For Staxonsteel®/High-Stak® Systems,Storage & Organization,Central,5195,29-05-2015,Regular Air,Texas,76148,Category,65,0,1,37,0.61,$185,"$1,327",37,8.74,33.29
Nov-13,Raytown,Christina Vanderzanden,Small Business,06-11-2013,33889,Low,Office Supplies,Small Box,Avery 49,Labels,Central,4769,08-11-2013,Regular Air,MO,64133,Category,51,0.01,1,39,0.36,$50,$116,39,0.5,2.88
Jul-15,Oak Creek,Sean Miller,Small Business,29-07-2015,5699,Low,Office Supplies,Small Box,Avery 491,Labels,Central,797,03-08-2015,Regular Air,Wisconsin,53154,Category,67,0.01,1,2,0.39,-$4,$9,2,0.99,4.13
Dec-12,Joliet,Muhammed MacIntyre,Small Business,16-12-2012,58144,Low,Office Supplies,Small Box,Xerox 1935,Paper,Central,8133,23-12-2012,Regular Air,Illinois,60432,Category,44,0.01,1,29,0.39,$257,$778,29,5.86,26.38
Aug-12,Newton,Anthony Johnson,Small Business,06-08-2012,29252,Low,Office Supplies,Small Box,Xerox 1995,Paper,Central,4111,10-08-2012,Regular Air,Iowa,50208,Category,42,0.01,1,9,0.37,-$15,$66,9,5.19,6.48
Jan-15,Lakeville,Roland Black,Small Business,31-01-2015,20256,Low,Office Supplies,Small Box,"Iris® 3-Drawer Stacking Bin, Black",Storage & Organization,Central,2805,05-02-2015,Regular Air,Minnesota,55044,Category,61,0.01,1,24,0.83,-$222,$513,24,11.52,20.89
Feb-15,Highland Village,David Smith,Small Business,26-02-2015,59075,Low,Office Supplies,Small Box,"Geographics Note Cards, Blank, White, 8 1/2"" x 11""",Paper,Central,8264,28-02-2015,Regular Air,Texas,75067,Category,62,0.02,1,38,0.37,$55,$426,38,5.03,11.19
Aug-13,Saint Charles,Christina Vanderzanden,Small Business,05-08-2013,58789,Low,Office Supplies,Small Box,"Angle-D Binders with Locking Rings, Label Holders",Binders and Binder Accessories,Central,8226,09-08-2013,Regular Air,MO,63301,Category,48,0.03,1,26,0.38,-$106,$196,26,7.72,7.3
Sep-13,Waco,Edward Nazzal,Small Business,30-09-2013,41187,Low,Office Supplies,Small Box,Xerox 1899,Paper,Central,5810,04-10-2013,Regular Air,Texas,76706,Category,50,0.03,1,25,0.36,-$42,$145,25,4.96,5.78
Jul-14,Ottumwa,Christina Vanderzanden,Small Business,28-07-2014,3362,Low,Office Supplies,Small Box,Eldon® Gobal File Keepers,Storage & Organization,Central,486,06-08-2014,Regular Air,Iowa,52501,Category,56,0.03,1,50,0.81,-$109,$761,50,4.53,15.14
May-15,Watauga,Amy Cox,Small Business,25-05-2015,36929,Low,Office Supplies,Small Box,Belkin 8 Outlet SurgeMaster II Gold Surge Protector with Phone Protection,Appliances,Central,5194,25-05-2015,Regular Air,Texas,76148,Category,65,0.04,1,45,0.59,"$1,124","$3,638",45,4.5,80.98
Jan-14,Sugar Land,Christine Phan,Small Business,10-01-2014,42081,Low,Office Supplies,Small Box,Wilson Jones Impact Binders,Binders and Binder Accessories,Central,5928,15-01-2014,Regular Air,Texas,77478,Category,52,0.04,1,36,0.36,-$110,$188,36,5.74,5.18
Nov-13,Raytown,Christina Vanderzanden,Small Business,06-11-2013,33889,Low,Office Supplies,Small Box,Wausau Papers Astrobrights® Colored Envelopes,Envelopes,Central,4768,10-11-2013,Regular Air,MO,64133,Category,51,0.04,1,27,0.36,$21,$159,27,2.5,5.98
Nov-14,Jackson,Philisse Overcash,Small Business,19-11-2014,27298,Low,Office Supplies,Small Box,Xerox 190,Paper,Central,3828,24-11-2014,Regular Air,Michigan,49201,Category,59,0.04,1,31,0.38,-$54,$165,31,4.86,4.98
Feb-14,Rock Island,Claudia Miner,Small Business,17-02-2014,49921,Low,Office Supplies,Small Box,Recycled Eldon Regeneration Jumbo File,Storage & Organization,Central,6984,19-02-2014,Regular Air,Illinois,61201,Category,53,0.04,1,1,0.57,-$7,$18,1,6.13,12.28
Mar-13,Prior Lake,John Castell,Small Business,03-03-2013,34599,Low,Office Supplies,Small Box,Xerox 197,Paper,Central,4863,07-03-2013,Regular Air,Minnesota,55372,Category,46,0.05,1,29,0.4,$22,$939,29,17.08,30.98
Nov-13,Raytown,Christina Vanderzanden,Small Business,06-11-2013,33889,Low,Office Supplies,Small Box,Staples 4 Outlet Surge Protector,Appliances,Central,4767,13-11-2013,Regular Air,MO,64133,Category,51,0.06,1,43,0.58,-$16,$368,43,3.5,8.67
Sep-12,Saint Louis,Christine Sundaresam,Small Business,06-09-2012,9668,Low,Office Supplies,Small Box,Avery® Durable Slant Ring Binders With Label Holder,Binders and Binder Accessories,Central,1325,08-09-2012,Regular Air,MO,63116,Category,42,0.06,1,10,0.37,-$13,$43,10,2.99,4.18
Nov-15,Kansas City,Meg O'Connel,Small Business,05-11-2015,36163,Low,Office Supplies,Small Box,"Acco Recycled 2"" Capacity Laser Printer Hanging Data Binders",Binders and Binder Accessories,Central,5078,05-11-2015,Regular Air,MO,64130,Category,72,0.07,1,32,0.38,$25,$463,32,7.17,14.45
Nov-14,Sulphur Springs,Erica Smith,Small Business,25-11-2014,56039,Low,Office Supplies,Small Box,Xerox 1977,Paper,Central,7840,30-11-2014,Regular Air,Texas,75482,Category,59,0.07,1,23,0.37,-$33,$157,23,5.2,6.68
Apr-14,Newton,Jim Karlsson,Small Business,13-04-2014,40803,Low,Office Supplies,Small Box,Durable Pressboard Binders,Binders and Binder Accessories,Central,5744,18-04-2014,Regular Air,Kansas,67114,Category,54,0.08,1,22,0.38,$9,$83,22,1.49,3.8
Jan-14,Sugar Land,Christine Phan,Small Business,10-01-2014,42081,Low,Office Supplies,Small Box,"White Business Envelopes with Contemporary Seam, Recycled White Business Envelopes",Envelopes,Central,5929,12-01-2014,Regular Air,Texas,77478,Category,52,0.08,1,3,0.35,-$5,$32,3,1.39,10.94
Sep-14,Danville,Grant Carroll,Small Business,10-09-2014,13702,Low,Office Supplies,Small Box,Xerox 1906,Paper,Central,1913,14-09-2014,Regular Air,Illinois,61832,Category,57,0.08,1,6,0.38,$12,$209,6,7.5,35.44
Mar-14,Muskego,Michael Nguyen,Small Business,15-03-2014,50309,Low,Office Supplies,Small Box,Eldon Shelf Savers™ Cubes and Bins,Storage & Organization,Central,7050,22-03-2014,Regular Air,Wisconsin,53150,Category,54,0.08,1,36,0.83,-$314,$243,36,9.69,6.98
Dec-13,Richmond,Jennifer Braxton,Small Business,14-12-2013,2339,Low,Office Supplies,Small Box,"Fellowes Strictly Business® Drawer File, Letter/Legal Size",Storage & Organization,Central,342,16-12-2013,Regular Air,Indiana,47374,Category,51,0.09,1,12,0.73,-$120,"$1,635",12,19.99,140.85
Oct-14,Muskegon,Shahid Hopkins,Small Business,09-10-2014,40134,Low,Office Supplies,Small Box,Belkin 6 Outlet Metallic Surge Strip,Appliances,Central,5678,16-10-2014,Regular Air,Michigan,49442,Category,58,0.1,1,10,0.59,-$22,$109,10,4.5,10.89
Oct-13,Mesquite,Jesus Ocampo,Small Business,23-10-2013,10498,Low,Office Supplies,Small Pack,Sanford 52201 APSCO Electric Pencil Sharpener,Pens & Art Supplies,Central,1456,30-10-2013,Regular Air,Texas,75150,Category,50,0.04,1,47,0.59,$328,"$1,968",47,8.99,40.97
Sep-13,Victoria,Edward Nazzal,Small Business,30-09-2013,41187,Low,Office Supplies,Wrap Bag,Newell 314,Pens & Art Supplies,Central,5809,30-09-2013,Regular Air,Texas,77901,Category,50,0,1,9,0.6,$5,$53,9,0.7,5.58
Oct-13,Peoria,Chad Cunningham,Small Business,20-10-2013,32193,Low,Office Supplies,Wrap Bag,Staples Vinyl Coated Paper Clips,Rubber Bands,Central,4525,25-10-2013,Regular Air,Illinois,61604,Category,50,0.02,1,27,0.39,$37,$113,27,0.99,3.93
Jul-14,Columbus,Harold Pawlan,Small Business,21-07-2014,54912,Low,Office Supplies,Wrap Bag,"Wirebound Message Books, 5-1/2 x 4 Forms, 2 or 4 Forms per Page",Paper,Central,7657,28-07-2014,Regular Air,Nebraska,68601,Category,56,0.07,1,17,0.36,$10,$117,17,3.1,6.69
Jul-12,Kokomo,Greg Guthrie,Small Business,01-07-2012,34275,Low,Office Supplies,Wrap Bag,*Staples* Highlighting Markers,Pens & Art Supplies,Central,4823,03-07-2012,Regular Air,Indiana,46901,Category,41,0.07,1,27,0.52,$27,$123,27,0.71,4.84
Aug-15,Southgate,Christopher Martinez,Small Business,18-08-2015,3907,Medium,Office Supplies,Large Box,Hoover Portapower™ Portable Vacuum,Appliances,Central,574,18-08-2015,Regular Air,Michigan,48195,Category,67,0.02,1,36,0.6,"-$1,643",$218,36,49,4.48
Jan-13,Brookfield,Lena Radford,Small Business,20-01-2013,55398,Medium,Office Supplies,Large Box,Hoover Portapower™ Portable Vacuum,Appliances,Central,7737,22-01-2013,Regular Air,Wisconsin,53005,Category,45,0.07,1,24,0.6,"-$1,086",$155,24,49,4.48
Mar-13,Oklahoma City,Pauline Chand,Small Business,14-03-2013,51524,Medium,Office Supplies,Large Box,Office Impressions Heavy Duty Welded Shelving & Multimedia Storage Drawers,Storage & Organization,Central,7219,15-03-2013,Regular Air,Oklahoma,73120,Category,46,0.07,1,16,0.85,-$446,"$2,723",16,35,167.27
Feb-13,Quincy,Claudia Miner,Small Business,26-02-2013,37541,Medium,Office Supplies,Large Box,Carina Double Wide Media Storage Towers in Natural & Black,Storage & Organization,Central,5277,28-02-2013,Regular Air,Illinois,62301,Category,46,0.1,1,18,0.81,-$600,"$1,373",18,35,80.98
Aug-15,Mount Pleasant,Shahid Hopkins,Small Business,20-08-2015,11875,Medium,Office Supplies,Medium Box,Eldon Simplefile® Box Office®,Storage & Organization,Central,1644,21-08-2015,Regular Air,Michigan,48858,Category,67,0,1,19,0.57,-$36,$243,19,6.27,12.44
Jan-15,Bellevue,Bill Donatelli,Small Business,21-01-2015,11428,Medium,Office Supplies,Small Box,Tyvek® Side-Opening Peel & Seel® Expanding Envelopes,Envelopes,Central,1584,21-01-2015,Regular Air,Nebraska,68005,Category,61,0,1,16,0.4,$475,"$1,555",16,19.99,90.48
Jun-13,Wichita,Barbara Fisher,Small Business,23-06-2013,48484,Medium,Office Supplies,Small Box,Computer Printout Paper with Letter-Trim Perforations,Paper,Central,6810,25-06-2013,Regular Air,Kansas,67212,Category,48,0,1,43,0.37,$154,$882,43,9.03,18.97
Mar-13,Bellevue,Adam Bellavance,Small Business,07-03-2013,55269,Medium,Office Supplies,Small Box,Xerox 197,Paper,Central,7711,08-03-2013,Regular Air,Nebraska,68005,Category,46,0,1,1,0.4,-$42,$50,1,17.08,30.98
Sep-13,Kankakee,Nicole Hansen,Small Business,30-09-2013,16741,Medium,Office Supplies,Small Box,Xerox 1982,Paper,Central,2323,01-10-2013,Regular Air,Illinois,60901,Category,50,0.01,1,6,0.39,-$42,$158,6,16.87,22.84
Sep-13,Schererville,Jennifer Braxton,Small Business,11-09-2013,35141,Medium,Office Supplies,Small Box,Catalog Binders with Expanding Posts,Binders and Binder Accessories,Central,4945,12-09-2013,Regular Air,Indiana,46375,Category,49,0.02,1,29,0.4,$469,"$2,047",29,19.99,67.28
Jul-15,Columbus,Harold Pawlan,Small Business,05-07-2015,51747,Medium,Office Supplies,Small Box,Avery 52,Labels,Central,7252,06-07-2015,Regular Air,Nebraska,68601,Category,66,0.02,1,3,0.38,-$1,$12,3,0.5,3.69
May-15,Saginaw,Andrew Roberts,Small Business,26-05-2015,59015,Medium,Office Supplies,Small Box,Xerox 1891,Paper,Central,8254,28-05-2015,Regular Air,Texas,76131,Category,65,0.02,1,32,0.38,$784,"$1,662",32,5.81,48.91
Aug-15,Spring,Christine Phan,Small Business,15-08-2015,8454,Medium,Office Supplies,Small Box,3M Organizer Strips,Binders and Binder Accessories,Central,1162,18-08-2015,Regular Air,Texas,77373,Category,67,0.03,1,38,0.37,-$188,$219,38,7.78,5.4
Dec-13,Saint Charles,Doug Bickford,Small Business,31-12-2013,43392,Medium,Office Supplies,Small Box,Multimedia Mailers,Envelopes,Central,6129,02-01-2014,Regular Air,Illinois,60174,Category,52,0.03,1,39,0.39,"$2,970","$6,553",39,19.99,162.93
Jan-14,Vincennes,Filia McAdams,Small Business,16-01-2014,19365,Medium,Office Supplies,Small Box,Xerox 1992,Paper,Central,2678,17-01-2014,Regular Air,Indiana,47591,Category,52,0.03,1,29,0.36,-$43,$182,29,5.2,5.98
Dec-14,Minneapolis,Scott Williamson,Small Business,20-12-2014,42692,Medium,Office Supplies,Small Box,Xerox 227,Paper,Central,6027,21-12-2014,Regular Air,Minnesota,55407,Category,60,0.03,1,42,0.37,-$202,$278,42,8.73,6.48
Jun-14,Papillion,Craig Carroll,Small Business,29-06-2014,7239,Medium,Office Supplies,Small Box,Iceberg Mobile Mega Data/Printer Cart ®,Storage & Organization,Central,999,01-07-2014,Regular Air,Nebraska,68046,Category,56,0.03,1,50,0.59,"$1,416","$6,206",50,19.99,120.33
May-15,Overland Park,Anna Andreadi,Small Business,23-05-2015,43523,Medium,Office Supplies,Small Box,Xerox 1983,Paper,Central,6147,25-05-2015,Regular Air,Kansas,66212,Category,65,0.04,1,50,0.36,-$97,$295,50,5.46,5.98
Nov-12,Urbana,Bryan Mills,Small Business,14-11-2012,20263,Medium,Office Supplies,Small Box,GBC Recycled Regency Composition Covers,Binders and Binder Accessories,Central,2811,15-11-2012,Regular Air,Illinois,61801,Category,44,0.05,1,8,0.39,$73,$474,8,10.29,59.78
Feb-13,Minneapolis,Scott Williamson,Small Business,22-02-2013,4487,Medium,Office Supplies,Small Box,Wilson Jones® Four-Pocket Poly Binders,Binders and Binder Accessories,Central,638,23-02-2013,Regular Air,Minnesota,55407,Category,46,0.05,1,50,0.36,-$79,$325,50,5.27,6.54
Mar-15,Leavenworth,Sonia Sunley,Small Business,23-03-2015,29921,Medium,Office Supplies,Small Box,GBC VeloBinder Electric Binding Machine,Binders and Binder Accessories,Central,4209,25-03-2015,Regular Air,Kansas,66048,Category,63,0.06,1,33,0.35,"$1,733","$3,978",33,9.07,120.98
Mar-14,Redford,Trudy Schmidt,Small Business,10-03-2014,10916,Medium,Office Supplies,Small Box,Binder Posts,Binders and Binder Accessories,Central,1509,10-03-2014,Regular Air,Michigan,48239,Category,53,0.06,1,23,0.39,-$49,$135,23,5.01,5.74
Jul-13,Overland Park,Anna Andreadi,Small Business,22-07-2013,26373,Medium,Office Supplies,Small Box,Belkin 8 Outlet Surge Protector,Appliances,Central,3691,25-07-2013,Regular Air,Kansas,66212,Category,48,0.08,1,7,0.57,$2,$285,7,5.33,40.98
Feb-14,Eden Prairie,Mike Kennedy,Small Business,19-02-2014,51777,Medium,Office Supplies,Small Box,GBC DocuBind TL300 Electric Binding System,Binders and Binder Accessories,Central,7253,20-02-2014,Regular Air,Minnesota,55343,Category,53,0.08,1,4,0.38,$194,"$3,466",4,19.99,896.99
Jun-14,Richardson,Alan Hwang,Small Business,10-06-2014,16519,Medium,Office Supplies,Small Box,Avery® Durable Slant Ring Binders With Label Holder,Binders and Binder Accessories,Central,2292,12-06-2014,Regular Air,Texas,75080,Category,55,0.08,1,39,0.37,-$30,$159,39,2.99,4.18
Dec-14,Minneapolis,Scott Williamson,Small Business,20-12-2014,42692,Medium,Office Supplies,Small Box,Xerox 1920,Paper,Central,6026,22-12-2014,Regular Air,Minnesota,55407,Category,60,0.08,1,41,0.4,-$169,$249,41,7.5,5.98
Oct-13,Kirkwood,Meg O'Connel,Small Business,04-10-2013,55969,Medium,Office Supplies,Small Box,Fellowes Bankers Box™ Staxonsteel® Drawer File/Stacking System,Storage & Organization,Central,7829,07-10-2013,Regular Air,MO,63122,Category,50,0.08,1,37,0.73,$190,"$2,329",37,6.88,64.98
May-14,Corpus Christi,Anemone Ratner,Small Business,20-05-2014,50306,Medium,Office Supplies,Small Box,GBC DocuBind P50 Personal Binding Machine,Binders and Binder Accessories,Central,7046,22-05-2014,Regular Air,Texas,78415,Category,55,0.09,1,34,0.38,$564,"$2,011",34,11.55,63.98
Dec-15,Olathe,Anna Andreadi,Small Business,29-12-2015,13507,Medium,Office Supplies,Small Box,Strathmore Photo Mount Cards,Paper,Central,1876,30-12-2015,Regular Air,Kansas,66062,Category,88,0.09,1,27,0.39,-$76,$176,27,6.18,6.78
Jan-13,Eagan,Mike Kennedy,Small Business,22-01-2013,44999,Medium,Office Supplies,Small Box,Xerox 220,Paper,Central,6350,23-01-2013,Regular Air,Minnesota,55122,Category,45,0.09,1,17,0.37,-$70,$111,17,7.49,6.48
Dec-14,Newton,Christina Vanderzanden,Small Business,01-12-2014,25248,Medium,Office Supplies,Small Box,Xerox 1891,Paper,Central,3542,02-12-2014,Regular Air,Iowa,50208,Category,59,0.1,1,26,0.38,$418,"$1,150",26,5.81,48.91
Mar-13,Palatine,Cari Schnelling,Small Business,16-03-2013,47749,Medium,Office Supplies,Small Pack,"Elite 5"" Scissors","Scissors, Rulers and Trimmers",Central,6704,16-03-2013,Regular Air,Illinois,60067,Category,46,0.04,1,46,0.55,-$189,$400,46,7.77,8.45
Jan-15,Grand Rapids,Mike Vittorini,Small Business,16-01-2015,3685,Medium,Office Supplies,Wrap Bag,Newell 35,Pens & Art Supplies,Central,548,17-01-2015,Regular Air,Michigan,49505,Category,61,0,1,29,0.56,-$98,$107,29,5,3.28
Jun-14,Richardson,Alan Hwang,Small Business,10-06-2014,16519,Medium,Office Supplies,Wrap Bag,Newell 340,Pens & Art Supplies,Central,2293,12-06-2014,Regular Air,Texas,75080,Category,55,0.03,1,49,0.56,$20,$139,49,0.7,2.88
Nov-13,Saint Louis,Christine Sundaresam,Small Business,21-11-2013,21863,Not Specified,Office Supplies,Small Box,GBC Imprintable Covers,Binders and Binder Accessories,Central,3051,22-11-2013,Regular Air,MO,63116,Category,51,0,1,13,0.36,$8,$149,13,5.14,10.98
Dec-14,Hutchinson,Sonia Sunley,Small Business,24-12-2014,12806,Not Specified,Office Supplies,Small Box,Jet-Pak Recycled Peel 'N' Seal Padded Mailers,Envelopes,Central,1791,25-12-2014,Regular Air,Kansas,67501,Category,60,0,1,20,0.4,$108,$761,20,14.72,35.89
Jul-15,Country Club Hills,Henry Goldwyn,Small Business,16-07-2015,59558,Not Specified,Office Supplies,Small Box,Avery 479,Labels,Central,8333,19-07-2015,Regular Air,Illinois,60478,Category,66,0,1,34,0.39,$38,$95,34,0.5,2.61
Feb-13,Peoria,Chad Cunningham,Small Business,06-02-2013,54276,Not Specified,Office Supplies,Small Box,Staples Colored Bar Computer Paper,Paper,Central,7585,07-02-2013,Regular Air,Illinois,61604,Category,46,0,1,21,0.38,$300,$757,21,4.92,35.44
Mar-14,Burbank,Delfina Latchford,Small Business,08-03-2014,29095,Not Specified,Office Supplies,Small Box,Wilson Jones DublLock® D-Ring Binders,Binders and Binder Accessories,Central,4082,09-03-2014,Regular Air,Illinois,60459,Category,53,0.01,1,40,0.35,$54,$292,40,2.99,6.75
Feb-14,Schererville,Jennifer Braxton,Small Business,13-02-2014,9537,Not Specified,Office Supplies,Small Box,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Dark Blue",Binders and Binder Accessories,Central,1303,15-02-2014,Regular Air,Indiana,46375,Category,53,0.01,1,43,0.36,-$149,$171,43,5.44,3.81
Jul-12,Superior,Todd Boyes,Small Business,21-07-2012,6823,Not Specified,Office Supplies,Small Box,Large Capacity Hanging Post Binders,Binders and Binder Accessories,Central,940,22-07-2012,Regular Air,Wisconsin,54880,Category,41,0.01,1,50,0.39,$490,"$1,263",50,2.99,24.95
Aug-15,Quincy,Claudia Miner,Small Business,04-08-2015,933,Not Specified,Office Supplies,Small Box,"Wilson Jones 1"" Hanging DublLock® Ring Binders",Binders and Binder Accessories,Central,149,04-08-2015,Regular Air,Illinois,62301,Category,67,0.02,1,15,0.37,-$5,$81,15,2.99,5.28
Jul-15,Kirkwood,Meg O'Connel,Small Business,05-07-2015,46726,Not Specified,Office Supplies,Small Box,Presstex Flexible Ring Binders,Binders and Binder Accessories,Central,6573,07-07-2015,Regular Air,MO,63122,Category,66,0.02,1,10,0.35,$8,$50,10,1.49,4.55
